wildAnimals,lion,3,bear,bison,butterfly,cheetah,crab,crocodile,deer,dolphin,elephant,fox,giraffe,hippo,horse,kangaroo,koala,lion,monkey,octopus,orangutan,panda,rhinoceros,shark,sheep,snake,tiger,turtle,wolf,zebra
fruits,apple,3,apple,apricot,banana,grapes,jack_fruit,orange,papaya,peach,pear,plum,strawberry,watermelon
vehicles,car,3,ambulance,boat,bus,car,fire_engine,helicopter,motorcycle,plane,rocket,tractor,train,truck,van
pets,dog,3,cat,cow,dog,pig,rabbit
birds,eagle,3,butterfly,duck,eagle,flamingo,hawk,hen,ostrich,owl,parrot,sea_gull,sparrow
body,eyes,3,eyes,nose,mouth,teeth,tongue,chin,ear,head,hair,fingers,hands,feet,shoulders
shapes,circle,3,circle,square,triangle,diamond,hexagon,rectangle
home,sofa,3,carpet,chair,clock,curtains,cycle,fireplace,lamp,potty_seat,sofa,speaker,table,tv
vegetables,potato,3,carrot,cauliflower,eggplant,green_beans,lemon,onion,peas,pepper,potato,pumpkin,tomato
dinner,bowl,3,table,chair,spoon,fork,bowl,bib,pasta,milk,high_chair
park,swing,3,bench,kite,slide,swing,spinner,roller_slide,sand_pit,tree
clothes,shoes,3,diaper,shorts,shirt,bib,shoes,socks,jacket,towel,bag
beach,shell,3,fish,pail,crab,shell,umbrella,beach_towel,sea_gull,surfboard,star_fish
_fruits,read,3,_apple,_apricot,_banana,_grapes,_jack_fruit,_orange,_papaya,_peach,_pear,_plum,_strawberry,_watermelon
_wildAnimals,read,3,_bear,_bison,_butterfly,_cheetah,_crab,_crocodile,_deer,_dolphin,_elephant,_fox,_giraffe,_hippo,_horse,_kangaroo,_koala,_lion,_monkey,_octopus,_orangutan,_panda,_rhinoceros,_shark,_sheep,_snake,_tiger,_turtle,_wolf,_zebra
_3LetterWords,read,3,_sit,_eye,_ear,_car,_cat,_leg
_dailyActivites,read,3,_sleep,_wake_up,_brush,_eat,_bathe,_run,_study,_jump,_read
_vehicles,read,3,_ambulance,_boat,_bus,_car,_fire_engine,_helicopter,_motorcycle,_plane,_rocket,_tractor,_train,_truck,_van
_pets,read,3,_cat,_cow,_dog,_pig,_rabbit
_shapes,read,3,_circle,_square,_triangle,_diamond,_hexagon,_rectangle
_home,read,3,_carpet,_chair,_clock,_curtains,_cycle,_fireplace,_lamp,_potty_seat,_sofa,_speaker,_table,_tv,_bed,_door,_light
_kitchen,read,3,_stove,_dishwasher,_fridge,_spoon,_fork,_knife,_utensils,_shelf,_rug,_microwave
_birds,read,3,_eagle,_parrot,_hen,_duck,_macaw,_crow
_sleep,read,3,_bed,_pillow,_crib,_nap,_bed_sheet
_body,read,3,_eyes,_nose,_mouth,_teeth,_tongue,_chin,_ear,_head,_hair,_fingers,_hands,_feet,_shoulders
_toys,read,3,_train,_puzzle,_jeep,_lego,_piano,_flute,_blocks,_ball,_bat
_food,read,3,_rice,_biscuit,_cereal,_dosa,_cookies,_avocado,_eggs,_cheese,_honey,_milk,_dal,_yogurt,_water,_chips
_clothes,read,3,_diaper,_shorts,_shirt,_bib,_shoes,_socks,_jacket,_towel,_bag
_school,read,3,_bag,_shoes,_books,_lunch,_read,_play,_teacher,_friends
_vegetables,read,3,_carrot,_cauliflower,_eggplant,_green_beans,_lemon,_onion,_peas,_pepper,_potato,_pumpkin,_tomato
_dinner,read,3,_table,_chair,_spoon,_fork,_bowl,_bib,_pasta,_milk,_high_chair
_planets,read,3,_mercury,_venus,_earth,_mars,_jupiter,_saturn,_uranus,_neptune
_colors,read,3,_red,_yellow,_purple,_black,_white,_blue,_green,_pink,_orange,_indigo,_brown
_musicalInstruments,read,3,_drums,_piano,_xylophone,_guitar,_violin,_keyboard,_flute,_trumpet,_cello
_continents,read,3,_asia,_europe,_africa,_north_america,_south_america,_australia,_antarctica
_sports,read,3,_football,_basketball,_soccer,_tennis,_badminton,_baseball,_hockey,_cricket
_numbers1to10,read,3,_one,_two,_three,_four,_five,_six,_seven,_eight,_nine,_ten
_numbers11to20,read,3,_eleven,_twelve,_thirteen,_fourteen,_fifteen,_sixteen,_seventeen,_eighteen,_nineteen,_twenty
_numbers21to30,read,3,_twenty_one,_twenty_two,_twenty_three,_twenty_four,_twenty_five,_twenty_six,_twenty_seven,_twenty_eight,_twenty_nine,_thirty
_numbers31to40,read,3,_thirty_one,_thirty_two,_thirty_three,_thirty_four,_thirty_five,_thirty_six,_thirty_seven,_thirty_eight,_thirty_nine,_forty
_numbers41to50,read,3,_forty_one,_forty_two,_forty_three,_forty_four,_forty_five,_forty_six,_forty_seven,_forty_eight,_forty_nine,_fifty
_numbers51to60,read,3,_fifty_one,_fifty_two,_fifty_three,_fifty_four,_fifty_five,_fifty_six,_fifty_seven,_fifty_eight,_fifty_nine,_sixty
_numbers61to70,read,3,_sixty_one,_sixty_two,_sixty_three,_sixty_four,_sixty_five,_sixty_six,_sixty_seven,_sixty_eight,_sixty_nine,_seventy
_numbers71to80,read,3,_seventy_one,_seventy_two,_seventy_three,_seventy_four,_seventy_five,_seventy_six,_seventy_seven,_seventy_eight,_seventy_nine,_eighty
_numbers81to90,read,3,_eighty_one,_eighty_two,_eighty_three,_eighty_four,_eighty_five,_eighty_six,_eighty_seven,_eighty_eight,_eighty_nine,_ninety
_numbers91to100,read,3,_ninety_one,_ninety_two,_ninety_three,_ninety_four,_ninety_five,_ninety_six,_ninety_seven,_ninety_eight,_ninety_nine,_hundred
_actions,read,3,_run,_jump,_walk,_talk,_sing,_dance,_stomp,_kick,_bring,_give,_stand,_sit,_eat,_play
_timeofday,read,3,_morning,_afternoon,_evening,_night
_electronics,read,3,_tv,_computer,_radio,_fridge,_phone
_swimming,read,3,_swim,_pool,_kick,_float,_vest,_jacket
_color_body,read,3,_white_teeth,_black_hair,_pink_lips,_brown_eyes,_red_nose,_rose_palms
_adj_things,read,3,_big_bus,_fast_car,_tall_tree,_short_bush,_long_sofa,_flat_tv,_round_ball
_color_outdoors,read,3,_blue_sky,_green_grass,_purple_flower,_white_moon,_yellow_sun,_brown_sand
_texture,read,3,_soft,_hard,_hot,_cold,_sandy,_rough,_smooth,_coarse
_clock,read,3,_one_o_clock,_two_o_clock,_three_o_clock,_four_o_clock,_five_o_clock,_six_o_clock,_seven_o_clock,_eight_o_clock,_nine_o_clock,_ten_o_clock,_eleven_o_clock,_twelve_o_clock
_Akmows,read,3,_bath,_papa,_mama,_water,_music,_sleep,_banana,_bus
_animal_sounds,read,3,_woof,_meow,_moo,_oink,_neigh,_baa
_rhymes,read,3,_mary_had_a_little_lamb,_baa_baa_black_sheep,_old_mac_donald_had_a_farm,_one_two_three_four_five,_humpty_dumpty,_jack_and_jill
_twinkle,read,3,_twinkle_twinkle_little_star,_how_I_wonder_what_you_are,_up_above_the_world_so_high,_like_a_diamond_in_the_sky
_head_shoulder,read,3,_head_shoulders_knees_and_toes,_knees_and_toes,_head_shoulders_knees_and_toes,_knees_and_toes,_eyes_and_ears_and_nose_and_mouth,_head_shoulders_knees_and_toes,_knees_and_toes
_baa_baa_black_sheep,read,3,_baa_baa_black_sheep,_have_you_any_wool,_yes_sir_yes_sir_three_bags_full,_one_for_my_master,_one_for_my_dame,_one_for_the_little_boy,_who_lives_down_the_lane
_mary_had_a_little_lamb,read,3,_mary_had_a_little_lamb,_whose_fleece_was_white_as_snow,_everwhere_that_mary_went,_the_lamb_was_sure_to_go,_it_followed_her_to_shool_one_day,_which_was_against_the_rules,_it_made_the_children_laugh_and_play,_to_see_a_lamb_at_school
!wildAnimals,spell,3,_bear,_bison,_butterfly,_cheetah,_crab,_crocodile,_deer,_dolphin,_elephant,_fox,_giraffe,_hippo,_horse,_kangaroo,_koala,_lion,_monkey,_octopus,_orangutan,_panda,_rhinoceros,_shark,_sheep,_snake,_tiger,_turtle,_wolf,_zebra
!3LetterWords,spell,3,_sit,_eye,_ear,_car,_cat,_leg
!dailyActivites,spell,3,_sleep,_wake_up,_brush,_eat,_bathe,_run,_study,_jump,_read
!vehicles,spell,3,_ambulance,_boat,_bus,_car,_fire_engine,_helicopter,_motorcycle,_plane,_rocket,_tractor,_train,_truck,_van
!pets,spell,3,_cat,_cow,_dog,_pig,_rabbit
!shapes,spell,3,_circle,_square,_triangle,_diamond,_hexagon,_rectangle
!home,spell,3,_carpet,_chair,_clock,_curtains,_cycle,_fireplace,_lamp,_potty_seat,_sofa,_speaker,_table,_tv,_bed,_door,_light
!kitchen,spell,3,_stove,_dishwasher,_fridge,_spoon,_fork,_knife,_utensils,_shelf,_rug,_microwave
!birds,spell,3,_eagle,_parrot,_hen,_duck,_macaw,_crow
!sleep,spell,3,_bed,_pillow,_crib,_nap,_bed_sheet
!body,spell,3,_eyes,_nose,_mouth,_teeth,_tongue,_chin,_ear,_head,_hair,_fingers,_hands,_feet,_shoulders
